Date	max_daily_precip	Count
2/8/15	0	3
9/14/16	0.56	3
9/21/14	0.21	3
4/11/16	T	3
4/18/16	0	3
11/6/14	0.43	3
12/16/15	0.05	3
2/4/16	T	3
3/28/15	T	3
6/8/16	0.66	3
1/16/16	0.33	3
11/17/13	0.03	3
11/25/14	0	3
12/6/13	0.73	3
3/17/16	T	3
4/7/15	0.17	3
5/14/14	T	3
5/17/15	T	3
5/30/14	T	3
7/17/14	0	3
8/29/13	T	3
8/9/14	0	3
12/25/13	0	3
9/12/16	0	3
11/14/14	0.07	3
12/21/15	0	3
10/5/14	0	3
12/11/15	0	3
5/31/14	T	3
6/29/14	0	3
7/27/14	T	3
8/28/15	0	3
9/11/14	0	3
9/14/15	0	3
10/13/13	0	3
10/25/14	T	3
11/2/14	T	3
12/8/16	0	3
5/2/14	T	3
5/30/15	0	3
5/30/16	1.65	3
7/20/16	0	3
9/30/13	0	3
10/11/14	0.45	3
11/13/16	0	3
11/23/16	0	3
4/21/16	0	3
4/22/14	T	3
5/14/15	0	3
5/16/16	0	3
6/29/15	0	3
6/5/14	0.87	3
7/10/14	0.03	3
9/2/16	0	3
11/17/16	0	3
5/2/15	0	3
9/18/13	0	3
9/24/15	0	3
9/27/15	0	3
9/8/14	0	3
6/15/15	1.09	3
6/22/14	0	3
6/4/14	T	3
9/15/16	0	3
7/3/16	0	3
10/1/16	T	3
10/10/13	T	3
2/27/15	0	3
2/4/15	0	3
3/21/16	0.09	3
6/1/15	0.78	3
7/7/16	0.07	3
8/25/14	0	3
9/20/14	0.37	3
10/13/14	0.08	3
10/2/13	0	3
10/29/15	0.06	3
11/20/15	T	3
12/19/16	0	3
3/17/15	0.02	3
4/17/14	0	3
7/9/15	0.32	3
8/10/16	0.09	3
8/21/16	0.31	3
10/6/15	0	3
12/5/16	0.22	3
4/24/15	0	3
4/28/14	0	3
5/1/16	0.22	3
5/29/15	0	3
9/20/15	0	3
1/5/15	0	3
12/22/16	0	3
2/10/16	0.02	3
3/31/15	0.17	3
3/9/15	0.02	3
5/16/15	0.41	3
6/12/15	0	3
7/31/16	1.08	3
8/24/15	0	3
1/11/14	0.72	3
10/16/15	0	3
10/20/16	0	3
2/21/14	0.14	3
4/29/14	0.05	3
7/26/14	T	3
1/14/16	T	3
6/13/15	T	3
8/1/13	0.65	3
10/24/16	T	3
2/23/14	T	3
5/25/14	0	3
9/10/16	T	3
10/18/14	T	3
2/26/16	0	3
2/3/15	0	3
3/8/14	0	3
9/16/16	0	3
1/5/14	0.14	3
11/2/13	0.01	3
11/28/15	0.03	3
12/17/16	0.74	3
4/7/16	0.15	3
9/10/15	1.58	3
9/28/14	0	3
1/28/16	0	3
12/22/14	0.04	3
12/3/16	T	3
12/4/13	0	3
8/10/15	0	3
1/18/14	0.24	3
10/21/13	0	3
10/25/15	0.05	3
11/15/13	0	3
11/20/16	0.34	3
11/29/16	2.23	3
12/11/16	0.03	3
12/29/13	1.2	3
4/30/15	0	3
5/4/14	T	3
6/16/16	0.22	3
2/27/16	0	3
7/12/15	0	3
7/8/14	T	3
9/6/13	0	3
1/31/15	0	3
10/26/14	T	3
6/10/15	0	3
7/11/16	0	3
9/28/15	T	3
9/9/13	0	3
1/27/16	T	3
10/3/14	0	3
10/8/16	0.49	3
4/16/16	0	3
4/19/14	0	3
6/4/15	T	3
8/11/15	1.18	3
8/6/16	T	3
12/21/14	T	3
2/13/15	0	3
3/2/14	T	3
8/4/13	0	3
1/15/16	T	3
1/2/15	0	3
10/12/16	0	3
10/29/16	0	3
11/28/14	0	3
8/14/16	0.06	3
9/29/13	0	3
10/4/14	1.18	3
12/16/14	0.3	3
2/24/14	T	3
2/5/15	T	3
4/23/14	0	3
8/23/16	0	3
9/19/15	0	3
1/8/15	0	3
10/24/13	0	3
12/26/15	T	3
3/4/16	0.13	3
3/7/16	0	3
5/11/15	T	3
5/29/16	T	3
5/9/15	0.02	3
8/21/13	0	3
8/3/13	T	3
12/2/16	0	3
2/24/15	0	3
5/1/15	0	3
6/27/15	1.12	3
7/29/14	0	3
9/10/14	0	3
9/3/13	0.09	3
12/24/13	T	3
3/3/14	0.04	3
8/1/14	T	3
8/30/14	0	3
12/14/15	0.36	3
12/24/14	1.05	3
4/2/15	T	3
5/6/16	0.68	3
6/20/15	T	3
7/13/16	T	3
8/27/14	0	3
9/1/16	0.5	3
1/19/14	0	3
11/30/14	T	3
12/3/15	T	3
3/6/16	0	3
8/15/15	0	3
9/20/16	0	3
10/7/13	0.33	3
10/8/13	0	3
3/3/16	T	3
8/13/14	2.92	3
1/23/16	2.9	3
10/27/13	T	3
2/21/15	0.61	3
2/22/14	0	3
4/20/16	0	3
6/6/16	0	3
7/20/15	0	3
7/3/14	1.78	3
8/29/16	0	3
9/17/13	0	3
11/15/15	0	3
12/30/14	0	3
2/6/15	0	3
5/9/14	0.04	3
10/6/13	T	3
11/14/16	0	3
12/30/16	T	3
2/4/14	0	3
4/17/16	0	3
5/16/14	1.61	3
6/10/16	0	3
9/27/13	0	3
1/13/14	0	3
11/24/16	T	3
12/29/14	0	3
2/2/15	1.18	3
2/25/14	0	3
6/11/15	T	3
6/16/15	0.34	3
6/19/14	T	3
6/24/14	0	3
8/27/15	0	3
1/12/15	0.7	3
11/2/15	0	3
11/29/13	0	3
7/21/14	0	3
9/29/14	T	3
1/26/15	0.48	3
10/22/16	0.37	3
2/1/14	0	3
4/9/14	0	3
8/16/16	0.13	3
9/23/16	T	3
12/11/13	0	3
2/19/16	0	3
2/3/14	1.17	3
3/10/14	T	3
4/30/16	0	3
6/1/14	0	3
7/30/15	1.95	3
8/22/16	0	3
8/7/14	0	3
10/16/16	0	3
12/22/13	T	3
12/7/15	0	3
4/21/14	0	3
5/20/16	0	3
9/10/13	T	3
1/31/14	0	3
10/7/16	0	3
11/27/13	1.98	3
11/6/15	T	3
12/2/14	0.11	3
5/8/15	0	3
8/2/13	0	3
12/20/16	0	3
3/18/15	T	3
6/28/14	0	3
9/30/16	0.4	3
10/21/16	1.81	3
2/17/16	0	3
3/14/14	0	3
4/25/16	0	3
6/18/16	0	3
7/19/14	0	3
8/20/15	T	3
9/13/16	0	3
9/21/16	0	3
10/3/13	0	3
11/12/13	0.05	3
12/25/15	0.1	3
12/8/14	T	3
2/21/16	0.08	3
3/21/15	T	3
7/24/16	0	3
9/2/13	T	3
10/13/16	T	3
10/30/15	0	3
3/13/16	T	3
5/20/14	0	3
5/21/16	0.1	3
8/9/13	0.07	3
11/21/15	0	3
12/6/15	0	3
3/30/16	0	3
5/26/15	0	3
7/22/14	0	3
2/17/14	0	3
3/12/14	0.35	3
6/18/15	T	3
8/19/14	0	3
9/25/14	0.32	3
9/5/13	0	3
1/9/14	0	3
4/30/14	5.26	3
4/6/15	0	3
8/5/14	0	3
10/2/15	1.81	3
10/31/13	0.06	3
4/15/15	0	3
4/16/14	0.08	3
4/18/15	0	3
5/13/14	0	3
5/14/16	T	3
5/4/16	0.07	3
6/12/16	0	3
6/29/16	T	3
2/8/14	0	3
3/6/15	0	3
6/30/16	0	3
8/22/14	0.13	3
9/23/15	0	3
9/7/15	0	3
1/6/14	0.41	3
12/10/14	0.14	3
12/15/13	0.82	3
12/24/16	0.6	3
2/19/14	0.31	3
3/10/15	0.49	3
6/18/14	0	3
7/18/14	0	3
8/11/14	0	3
4/28/15	0	3
6/30/15	T	3
6/6/14	0	3
1/25/15	0	3
4/16/15	0	3
4/24/16	0	3
6/22/15	0	3
8/11/16	0.35	3
8/12/15	T	3
9/13/14	0.29	3
9/21/13	0.72	3
9/22/16	0	3
10/10/14	T	3
10/9/13	0	3
11/22/16	T	3
11/26/13	0.56	3
12/13/14	0	3
4/27/14	0	3
10/19/14	0	3
11/19/13	0	3
12/14/13	0.73	3
4/12/16	0.22	3
5/10/14	0.91	3
6/3/15	T	3
7/25/15	0	3
8/22/15	0	3
9/26/16	T	3
9/5/16	0	3
1/1/14	0	3
10/19/13	T	3
11/16/15	0	3
11/18/14	0	3
12/18/13	0	3
4/17/15	0.11	3
4/25/14	T	3
8/13/15	0	3
9/30/14	T	3
1/10/14	0.19	3
1/31/16	0	3
10/3/15	0.36	3
3/21/14	0	3
6/9/16	T	3
7/1/16	0.83	3
7/15/16	0	3
9/3/15	0	3
3/1/16	0	3
3/15/14	T	3
9/13/13	0.09	3
9/5/15	0	3
1/10/16	1.8	3
10/15/16	0	3
11/6/16	T	3
2/23/16	0.3	3
3/13/14	0	3
5/8/16	0.16	3
7/5/16	0.66	3
11/19/14	0	3
11/28/16	0	3
12/1/16	0.07	3
3/1/14	0	3
3/15/15	T	3
3/30/14	0.53	3
4/15/14	0.87	3
5/8/14	0.41	3
7/10/16	T	3
8/22/13	0.25	3
11/10/15	0.45	3
9/24/14	0	3
9/9/16	T	3
3/19/15	0	3
3/20/15	0.4	3
3/23/15	0	3
7/17/16	0	3
7/2/14	0.96	3
8/24/13	0	3
1/10/15	0	3
12/30/15	0.37	3
12/5/14	0.55	3
4/22/16	T	3
6/10/14	0	3
9/17/14	0	3
9/22/15	0	3
9/4/13	0	3
11/13/13	0	3
12/29/15	0.66	3
4/9/16	0.11	3
5/12/15	T	3
9/8/13	T	3
10/30/16	0.76	3
4/22/15	0.19	3
4/28/16	T	3
5/23/15	0	3
9/21/15	0	3
10/24/14	T	3
3/25/14	T	3
5/12/14	0	3
6/28/15	0.3	3
9/7/13	T	3
1/2/14	0.33	3
1/24/16	T	3
1/30/15	0.15	3
2/29/16	0.07	3
3/10/16	T	3
3/5/15	0.76	3
4/19/15	0	3
4/21/15	0.23	3
7/1/14	T	3
10/31/15	0	3
12/25/16	0	3
4/5/16	0	3
6/23/15	0.07	3
7/23/16	0	3
7/28/16	T	3
1/28/15	0	3
10/12/14	0	3
10/19/15	0	3
11/29/15	T	3
3/30/15	T	3
5/18/15	0	3
9/11/16	T	3
2/20/15	0	3
2/22/16	0	3
3/28/14	T	3
3/4/15	0.3	3
8/29/14	0	3
9/24/16	0.29	3
10/12/13	T	3
10/6/16	0	3
5/27/15	T	3
7/27/16	0	3
11/25/16	T	3
3/25/16	T	3
4/26/16	0.3	3
5/18/14	0	3
7/4/16	0.52	3
1/17/16	0.05	3
1/18/15	2.1	3
1/6/15	0.07	3
10/22/14	1.51	3
10/29/14	T	3
12/23/14	0.21	3
3/9/16	0	3
4/13/16	0	3
5/1/14	0.24	3
6/20/14	0	3
7/26/16	0	3
3/29/15	0	3
4/2/14	T	3
5/24/15	0	3
9/3/14	0	3
1/9/15	0.12	3
2/9/14	0.13	3
5/3/14	T	3
1/30/14	0	3
12/18/14	T	3
3/15/16	T	3
5/31/15	1.46	3
6/1/16	0	3
8/11/13	0	3
8/30/13	0	3
10/17/14	0	3
10/27/16	1.41	3
12/31/16	0	3
6/3/14	T	3
8/12/13	0.48	3
8/30/15	T	3
1/16/14	T	3
1/20/16	0	3
10/16/14	1.11	3
10/2/14	T	3
10/31/14	0.05	3
3/11/15	0.02	3
5/6/15	T	3
6/19/15	T	3
7/19/16	0	3
7/20/14	T	3
7/30/14	0	3
9/18/14	0	3
9/2/14	0	3
1/22/14	T	3
10/15/14	0.69	3
12/10/16	0	3
3/11/14	0	3
3/16/14	0	3
6/21/14	0	3
6/30/14	0	3
8/3/15	0	3
11/13/14	0.2	3
3/27/15	0.28	3
6/23/16	T	3
9/4/14	0	3
10/30/13	0	3
12/23/16	0	3
1/25/16	0	3
12/12/14	0	3
7/6/15	0	3
9/20/13	0	3
1/17/14	0	3
12/6/14	1.29	3
12/9/14	3.04	3
2/11/15	0	3
6/5/15	T	3
11/26/14	1.24	3
11/4/14	0	3
11/7/16	0	3
3/13/15	0	3
7/11/15	0	3
7/4/14	0.32	3
9/17/15	0	3
1/16/15	0	3
11/27/15	0	3
12/7/14	0.05	3
5/22/14	0.32	3
7/21/16	0	3
7/6/14	0	3
1/30/16	0	3
11/16/13	0.08	3
11/28/13	0	3
12/21/16	0	3
4/1/14	0	3
4/3/16	0.11	3
12/19/15	0	3
12/5/13	0.01	3
2/16/14	0	3
5/15/14	0.15	3
9/6/15	0	3
12/3/14	0.15	3
5/10/16	T	3
8/10/13	0	3
10/21/15	0	3
10/24/15	0	3
11/8/16	0	3
12/15/15	0.11	3
2/12/14	0	3
5/22/15	T	3
6/26/16	0	3
8/27/16	0	3
8/8/16	0	3
2/25/15	0	3
3/1/15	0.52	3
3/16/16	0.02	3
3/5/14	0	3
6/5/16	0.91	3
8/4/16	0	3
10/12/15	0	3
11/17/15	0	3
12/16/16	0	3
3/24/16	0	3
6/24/15	0	3
9/30/15	1.26	3
9/6/14	0.21	3
12/27/16	T	3
2/3/16	0.73	3
4/5/14	T	3
7/22/16	0	3
7/3/15	0	3
8/17/15	T	3
2/1/16	T	3
2/15/15	T	3
3/19/16	0	3
3/8/16	0	3
6/17/14	T	3
7/12/16	0	3
8/15/14	0	3
8/27/13	0.03	3
10/1/13	0	3
10/8/15	0	3
11/16/16	0	3
2/23/15	0	3
7/16/15	0	3
8/9/16	0	3
1/21/14	0.46	3
10/17/15	0	3
3/28/16	0.51	3
5/25/15	0	3
5/4/15	0	3
8/2/15	0	3
1/21/15	T	3
2/14/16	0	3
3/4/14	0	3
7/30/16	0.25	3
8/26/16	0	3
9/12/15	0.29	3
1/11/15	0	3
3/17/14	T	3
3/20/16	0.07	3
4/10/14	0	3
5/11/14	0.03	3
5/24/14	0.4	3
6/26/15	0	3
8/8/13	0.72	3
9/22/13	1.16	3
7/13/15	0	3
7/22/15	0	3
7/29/15	0	3
7/4/15	T	3
9/1/15	0	3
12/20/15	0	3
5/28/14	T	3
7/14/14	1.87	3
12/9/13	0.3	3
3/12/16	0	3
11/4/15	0	3
11/7/14	T	3
2/18/16	0	3
5/17/14	T	3
7/14/15	0.95	3
11/16/14	T	3
12/8/15	0	3
8/9/15	0	3
4/24/14	0	3
9/9/14	T	3
10/4/13	T	3
2/18/15	T	3
9/12/13	1.6	3
9/16/14	0.42	3
12/20/13	0	3
12/27/14	0	3
12/4/16	0	3
5/15/16	T	3
10/18/15	0	3
12/13/15	T	3
7/12/14	0	3
7/27/15	T	3
8/12/14	0.34	3
9/19/14	0	3
9/23/13	0	3
1/13/15	0	3
1/15/15	0	3
10/28/16	0	3
10/7/14	0.06	3
11/21/13	0	3
7/11/14	0	3
9/1/13	T	3
1/15/14	T	3
10/11/16	0	3
10/26/16	0	3
11/9/14	0	3
12/2/13	0	3
2/14/14	0.3	3
2/7/15	T	3
5/28/15	T	3
10/14/16	0	3
9/25/15	0	3
9/28/16	T	3
